순번,시도본부,소방서,119안전센터명,주소,전화번호,팩스번호
751,충청남도,서천소방서,비인119안전센터,충청남도 서천군 비인면 비인로 141,041-955-0382,041-952-0149
752,충청남도,서천소방서,서면119안전센터,충청남도 서천군 서면 부사로 153,041-955-0402,041-951-3911
753,충청남도,서천소방서,한산119안전센터,충청남도 서천군 한산면 충절로 1164,041-955-0422,041-952-1110
754,충청남도,서천소방서,판교119안전센터,충청남도 서천군 판교면 대백제로 1953-24,041-955-0442,041-951-0119
755,충청남도,청양소방서,청양119안전센터,충청남도 청양군 청양읍 충절로 1187,041-940-7332,041-940-7349
756,충청남도,청양소방서,정산119안전센터,충청남도 청양군 정산면 서정4길 49,041-940-7362,041-940-7113
757,충청남도,홍성소방서,구룡119안전센터,충청남도 홍성군 홍성읍 충절로 741,041-630-0334,041-630-0349
758,충청남도,홍성소방서,광천119안전센터,충청남도 홍성군 광천읍 충서로 354,041-630-0382,041-642-6119
759,충청남도,홍성소방서,옥암119안전센터,충청남도 홍성군 홍성읍 충서로 1258,041-630-0362,041-631-8240
760,충청남도,홍성소방서,내포119안전센터,충청남도 홍성군 홍북읍 의향로 133,041-630-0422,041-635-9120
761,충청남도,홍성소방서,갈산119안전센터,충청남도 홍성군 갈산면 갈산로150번길 16,041-630-0402,041-634-3119
762,충청남도,예산소방서,오가119안전센터,충청남도 예산군 오가면 오가중앙로 111,041-330-4332,041-330-4349
763,충청남도,예산소방서,금오119안전센터,충청남도 예산군 예산읍 예당관광로 760,041-330-4362,041-335-3119
764,충청남도,예산소방서,삽교119안전센터,충청남도 예산군 삽교읍 삽교로1길 34,041-330-4382,041-338-3119
765,충청남도,예산소방서,덕산119안전센터,충청남도 예산군 덕산면 도청대로 1160,041-330-4402,041-338-4119
766,충청남도,태안소방서,태안119안전센터,충청남도 태안군 태안읍 동백로 100,041-671-0332,041-671-0349
767,충청남도,태안소방서,안면119안전센터,충청남도 태안군 안면읍 장터로 77,041-671-0362,041-673-1192
768,충청남도,태안소방서,원북119안전센터,충청남도 태안군 원북면 원이로 1031,041-671-0382,041-671-2119
769,충청남도,태안소방서,근흥119안전센터,충청남도 태안군 근흥면 신진대교길 201-8,041-671-0402,041-671-7119
770,전라북도,전주완산소방서,효자119안전센터,전라북도 전주시 완산구 거마평로 73,063-220-4272,063-289-1023
771,전라북도,전주완산소방서,서부119안전센터,전라북도 전주시 완산구 우전로 228,063-220-4278,063-289-1024
772,전라북도,전주완산소방서,교동119안전센터,전라북도 전주시 완산구 경기전길 183,063-220-4273,063-289-1025
773,전라북도,전주완산소방서,노송119안전센터,전라북도 전주시 완산구 관선4길 38,063-220-4274,063-289-1026
774,전라북도,전주완산소방서,평화119안전센터,전라북도 전주시 완산구 평화로 105,063-220-4725,063-289-1027
775,전라북도,전주완산소방서,임실119안전센터,전라북도 임실군 임실읍 감천로 33,063-220-4276,063-289-1028
776,전라북도,전주덕진소방서,금암119안전센터,전라북도 전주시 덕진구 백제대로 611,063-250-4272,063-289-1013
777,전라북도,전주덕진소방서,아중119안전센터,전라북도 전주시 덕진구 진버들4길 16,063-250-4275,063-289-1014
778,전라북도,전주덕진소방서,팔복119안전센터,전라북도 전주시 덕진구 온고을로 430,063-250-4273,063-289-1015
779,전라북도,전주덕진소방서,전미119안전센터,전라북도 전주시 덕진구 과학로 144,063-250-4274,063-289-1016
780,전라북도,군산소방서,사정119안전센터,전라북도 군산시 번영로 308 ,063-450-0228,063-289-1043
781,전라북도,군산소방서,금동119안전센터,전라북도 군산시 군산창길 1,063-450-0274,063-289-1044
782,전라북도,군산소방서,항만119안전센터,전라북도 군산시 외항로 436,063-450-0275,063-289-1045
783,전라북도,군산소방서,비응119안전센터,전라북도 군산시 새만금북로 43,063-450-0279,063-289-1046
784,전라북도,군산소방서,지곡119안전센터,전라북도 군산시 백토로 223,063-450-0273,063-289-1047
785,전라북도,군산소방서,경암119안전센터,전라북도 군산시 구암3.1로 147,063-450-0277,063-289-1048
786,전라북도,군산소방서,산북119안전센터,전라북도 군산시 산북로 71-11,063-450-0276,063-289-1049
787,전라북도,군산소방서,대야119안전센터,전라북도 군산시 대야면 대야관통로 5,063-450-0278,063-289-1050
788,전라북도,익산소방서,팔봉119안전센터,전라북도 익산시 무왕로 1338,063-836-2119,063-289-1063
789,전라북도,익산소방서,신동119안전센터,전라북도 익산시 인북로 397,063-855-0119,063-289-1064
790,전라북도,익산소방서,공단119안전센터,전라북도 익산시 선화로 429,063-833-0119,063-289-1065
791,전라북도,익산소방서,인화119안전센터,전라북도 익산시 목천로 301,063-852-0119,063-289-1066
792,전라북도,익산소방서,모현119안전센터,전라북도 익산시 배산로 181,063-853-0119,063-289-1067
793,전라북도,익산소방서,함열119안전센터,전라북도 익산시 함열읍 함열중앙로 133,063-861-0119,063-289-1068
794,전라북도,익산소방서,금마119안전센터,전라북도 익산시 금마면 미륵사지로 130,063-839-3278,063-289-1069
795,전라북도,정읍소방서,하북119안전센터,전라북도 정읍시 서부산업도로 507-5,063-570-1272,063-289-1083
796,전라북도,정읍소방서,시기119안전센터,전라북도 정읍시 정읍남로 1421,063-570-1273,063-289-1084
797,전라북도,정읍소방서,신태인119안전센터,전라북도 정읍시 신태인읍 정신로 1241,063-570-1274,063-289-1085
798,전라북도,정읍소방서,영원119안전센터,전라북도 정읍시 영원면 영원로 1048,063-570-1275,063-289-1086
799,전라북도,정읍소방서,칠보119안전센터,전라북도 정읍시 칠보면 태산로 2165 ,063-570-1276,063-289-1088
800,전라북도,남원소방서,식정119안전센터,전라북도 남원시 요천로 1965,063-626-0119,063-289-1093
801,전라북도,남원소방서,인월119안전센터,전라북도 남원시 인월면 황산로 1828,063-636-5119,063-289-1094
802,전라북도,남원소방서,금지119안전센터,전라북도 남원시 금지면 요천로 430,063-635-2119,063-289-1095
803,전라북도,김제소방서,교동119안전센터,전라북도 김제시 벽성로 278,063-540-4272,063-289-1103
804,전라북도,김제소방서,검산119안전센터,전라북도 김제시 두월로 384,063-540-4275,063-289-1107
805,전라북도,김제소방서,만경119안전센터,전라북도 김제시 만경읍 두릉길 49,063-540-4273,063-289-1104
806,전라북도,김제소방서,금산119안전센터,전라북도 김제시 금산면 금산사로 29,063-540-4274,063-289-1105
807,전라북도,완주소방서,봉동119안전센터,전라북도 완주군 삼례읍 삼봉로 518,063-290-0272,063-289-1113
808,전라북도,완주소방서,삼례119안전센터,전라북도 완주군 삼례읍 삼례역로 27,063-290-0273,063-289-1114
809,전라북도,완주소방서,고산119안전센터,전라북도 완주군 고산면 고산로 49,063-290-0274,063-289-1115
810,전라북도,완주소방서,혁신119안전센터,전라북도 완주군 이서면 지사제2로 12,063-290-0275,063-289-1116
811,전라북도,진안소방서,진안119안전센터,전라북도 진안군 진안읍 쇠징계로 9,063-786-5272,063-289-1163
812,전라북도,진안소방서,마령119안전센터,전라북도 진안군 마령면 임진로 2077-24,063-786-5283,063-289-1164
813,전라북도,장수소방서,장계119안전센터,전라북도 장수군 장계면 육십령로 136,063-350-6272,063-289-1143
814,전라북도,장수소방서,무주119안전센터,전라북도 무주군 무주읍 당산강변로 126,063-350-6274,063-289-1145
815,전라북도,장수소방서,구천동119안전센터,전라북도 무주군 설천면 구천동1로 54,063-350-6286,063-289-1147
816,전라북도,장수소방서,장수119안전센터,전라북도 장수군 장수읍 호비로 42,063-350-6275,063-289-1146
817,전라북도,순창소방서,순창119안전센터,전라북도 순창군 순창읍 교성로 24,063-650-9272,063-289-1153
818,전라북도,고창소방서,고창119안전센터,전라북도 고창군 고창읍 녹두로 1294,063-560-1272,063-289-1123
819,전라북도,고창소방서,무장119안전센터,전라북도 고창군 무장면 무장남북로 20-5,063-560-1273,063-289-1124
820,전라북도,고창소방서,흥덕119안전센터,전라북도 고창군 흥덕면 문화2길 21,063-560-1274,063-289-1125
821,전라북도,고창소방서,대산119안전센터,전라북도 고창군 대산면 공음대산로 932,063-560-1275,063-289-1126
822,전라북도,부안소방서,부안119안전센터,전라북도 부안군 행안면 변산로 86,063-580-1272,063-289-1133
823,전라북도,부안소방서,격포119안전센터,전라북도 부안군 변산면 격포항길 64-17,063-580-1273,063-289-1134
824,전라남도,목포소방서,하당119안전센터,전라남도 목포시 삼향천로 110,061-280-0895,061-286-0910
825,전라남도,목포소방서,호남119안전센터,전라남도 목포시 영산로 165,061-280-0928,061-280-0929
826,전라남도,목포소방서,경동119안전센터,전라남도 목포시 유동로 42번길 1,061-280-0932,061-280-0934
827,전라남도,목포소방서,삼학119안전센터,전라남도 목포시 삼학로 218,061-280-0937,061-280-0939
828,전라남도,목포소방서,연산119안전센터,전라남도 목포시 산정공단로 64,061-280-0942,061-280-0944
829,전라남도,여수소방서,학동119안전센터,전라남도 여수시 망마로 20,061-680-0892,061-680-0910
830,전라남도,여수소방서,평여119안전센터,전라남도 여수시 여수산단로 321,061-680-0942,061-680-0944
831,전라남도,여수소방서,소라119안전센터,전라남도 여수시 소라면 여순로 297,061-680-0957,061-680-0959
832,전라남도,여수소방서,연등119안전센터,전라남도 여수시 좌수영로 162,061-680-0928,061-680-0929
833,전라남도,여수소방서,여서119안전센터,전라남도 여수시 문수로 131,061-680-0947,061-680-0949
834,전라남도,여수소방서,봉산119안전센터,전라남도 여수시 어항단지로 222-5,061-680-0937,061-680-0939
835,전라남도,여수소방서,돌산119안전센터,전라남도 여수시 돌산읍 강남로 34,061-680-0952,061-680-0954
836,전라남도,순천소방서,서면119안전센터,전라남도 순천시 서면 삼산로 281,061-750-0894,061-750-0910
837,전라남도,순천소방서,저전119안전센터,전라남도 순천시 중앙로 19,061-750-0926,061-750-0929
838,전라남도,순천소방서,왕조119안전센터,전라남도 순천시 기적의도서관 1길 30,061-750-0931,061-750-0934
839,전라남도,순천소방서,연향119안전센터,전라남도 순천시 연향1로 26,061-750-0941,061-750-0944
840,전라남도,순천소방서,승주119안전센터,전라남도 순천시 승주읍 승평길 19-17,061-750-0936,061-750-0939
841,전라남도,순천소방서,해룡119안전센터,전라남도 순천시 해룡면 율촌산단5로 17,061-750-0952,061-750-0954
842,전라남도,순천소방서,신대119안전센터,전라남도 순천시 해룡면 매안로142,061-750-0956,061-750-0959
843,전라남도,나주소방서,경현119안전센터,전라남도 나주시 예향로 4201,061-330-0890,061-330-0910
844,전라남도,나주소방서,이창119안전센터,전라남도 나주시 이창택지길 6-13,061-330-0925,061-330-0929
845,전라남도,나주소방서,남평119안전센터,전라남도 나주시 남평읍 지석로 106,061-330-0930,061-330-0934
846,전라남도,나주소방서,빛가람119안전센터,전라남도 나주시 그린로 296,061-330-0935,061-330-0939
847,전라남도,광양소방서,중마119안전센터,전라남도 광양시 중마중앙로 109,061-798-0890,061-798-0910
848,전라남도,광양소방서,금호119안전센터,전라남도 광양시 희망길 12-12,061-798-0935,061-798-0939
849,전라남도,광양소방서,광양119안전센터,전라남도 광양시 광양읍 서천변로 175,061-798-0925,061-798-0929
850,전라남도,광양소방서,광영119안전센터,전라남도 광양시 금영로 87,061-798-0930,061-798-0934
851,전라남도,담양소방서,담양119안전센터,전라남도 담양군 담양읍 추성로 1232,061-380-0890,061-380-0895
852,전라남도,담양소방서,고서119안전센터,전라남도 담양군 고서면 창평현로 398,061-380-0935,061-380-0939
853,전라남도,곡성소방서,곡성119안전센터,전라남도 곡성군 곡성읍 학교로 7,061-380-0925,061-380-0919
854,전라남도,곡성소방서,옥과119안전센터,전라남도 곡성군 옥과면 리문6길 29,061-380-0930,061-380-0934
855,전라남도,구례소방서,구례119안전센터,전라남도 구례군 구례읍 양정4길 37,061-750-0946,061-750-0949
856,전라남도,고흥소방서,고흥119안전센터,전라남도 고흥군 풍양면 고흥로 1330,061-840-0890,061-840-0910
857,전라남도,고흥소방서,도양119안전센터,전라남도 고흥군 도양읍 녹동신항5길 4,061-840-0925,061-840-0929
858,전라남도,고흥소방서,과역119안전센터,전라남도 고흥군 과역면 과역로 974,061-840-0933,061-840-0934
859,전라남도,고흥소방서,나로119안전센터,전라남도 고흥군 봉래면 나로도항길 13,061-840-0970,
860,전라남도,보성소방서,벌교119안전센터,전라남도 보성군 벌교읍 녹색로 5247,061-859-0890,061-859-0910
861,전라남도,보성소방서,보성119안전센터,전라남도 보성군 보성읍 송재로 235,061-859-0925,061-859-0929
862,전라남도,보성소방서,홍교119안전센터,전라남도 보성군 벌교읍 홍암로 116-4,061-859-0930,061-859-0934
863,전라남도,화순소방서,화순119안전센터,전라남도 화순군 화순읍 학포로 2750,061-379-0891,061-379-0910
864,전라남도,화순소방서,능주119안전센터,전라남도 화순군 능주면 지석로 1428,061-379-0926,061-379-0929
865,전라남도,화순소방서,동복119안전센터,전라남도 화순군 동복면 천변길 7,061-379-0931,061-379-0933
866,전라남도,장흥소방서,장흥119안전센터,전라남도 장흥군 장흥읍 북부로 140,061-850-0891,061-850-0910
867,전라남도,장흥소방서,정남진119안전센터,전라남도 장흥군 관산읍 관산우회로 103,061-850-0926,061-850-0929
868,전라남도,강진소방서,강진119안전센터,전라남도 강진군 군동면 중앙로 223,061-430-0890,061-430-0910
869,전라남도,강진소방서,성전119안전센터,전라남도 강진군 성전면 강진산단로1길 23,061-430-0925,061-430-0929
870,전라남도,해남소방서,해남119안전센터,전라남도 해남군 해남읍 교육청길 82,061-530-0890,061-530-0910
871,전라남도,해남소방서,땅끝119안전센터,전라남도 해남군 송지면 미야길 237-3,061-530-0942,061-530-0944
872,전라남도,영암소방서,삼호119안전센터,전라남도 영암군 삼호읍 나불로 192,061-460-0890,061-460-0910
873,전라남도,영암소방서,영암119안전센터,전라남도 영암군 영암읍 월출로 46,061-460-0925,061-460-0929
874,전라남도,영암소방서,신북119안전센터,전라남도 영암군 신북면 아리랑로 52,061-460-0930,061-460-0934
875,전라남도,무안소방서,무안119안전센터,전라남도 무안군 무안읍 공항로 133,061-450-0890,061-450-0910
876,전라남도,무안소방서,일로119안전센터,전라남도 무안군 일로읍 삼일로 493-1,061-450-0925,061-450-0929
877,전라남도,무안소방서,해제119안전센터,전라남도 무안군 해제면 현해로 1621,061-450-0930,061-450-0934
878,전라남도,무안소방서,남악119안전센터,전라남도 무안군 삼향읍 남악5로72번길81-18,061-450-0935,061-450-0939
879,전라남도,무안소방서,청계119안전센터,전라남도 무안군 청계면 도림리 562,061-450-0970,
880,전라남도,함평소방서,함평119안전센터,전라남도 함평군 대동면 함장로 1202-93,061-338-0890,061-338-0910
881,전라남도,함평소방서,나산119안전센터,전라남도 함평군 나산면 함장로 2786,061-338-0925,061-338-0929
882,전라남도,영광소방서,영광119안전센터,전라남도 영광군 영광읍 함영로 3508,061-350-0890,061-350-0921
883,전라남도,영광소방서,홍농119안전센터,전라남도 영광군 홍농읍 홍농로 543,061-350-0925,061-350-0929
884,전라남도,장성소방서,장성119안전센터,전라남도 장성군 장성읍 단풍로 204,061-360-0890,061-360-0910
885,전라남도,장성소방서,삼계119안전센터,전라남도 장성군 삼계면 영장로 1632,061-360-0925,061-360-0929
886,전라남도,완도소방서,완도119안전센터,전라남도 완도군 완도읍 농공단지길 7,061-470-0890,061-470-0910
887,전라남도,완도소방서,고금119안전센터,전라남도 완도군 고금면 고금동로 266,061-470-0925,061-470-0929
888,전라남도,진도소방서,진도119안전센터,전라남도 진도군 진도읍 진도대로 6935,061-540-0891,061-540-0921
889,전라남도,진도소방서,임회119안전센터,전라남도 진도군 임회면 십일시장길 34,061-540-0926,061-540-0929
890,전라남도,신안소방서,신안119안전센터,전라남도 신안군 암태면 승봉로 17,061-241-0893,061-241-0921
891,전라남도,신안소방서,지도119안전센터,전라남도 신안군 지도읍 해제지도로 1304,061-241-0927,061-241-0929
892,경상북도,포항북부소방서,덕산119안전센터,경상북도 포항시 북구 중앙로 332,054-260-2400,054-260-2409
893,경상북도,포항북부소방서,두호119안전센터,경상북도 포항시 북구 삼호로 305,054-260-2410,054-255-2119
894,경상북도,포항북부소방서,흥해119안전센터,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2420,054-261-0119
895,경상북도,포항북부소방서,장량119안전센터,경상북도 포항시 북구 법원로 158,054-260-2430,054-243-3119
896,경상북도,포항북부소방서,기계119안전센터,경상북도 포항시 북구 기계면 기계로 371,054-260-2460,054-243-1119
897,경상북도,포항남부소방서,일월119안전센터,경상북도 포항시 남구 동해안로 5890,054-284-2725,054-288-0909
898,경상북도,포항남부소방서,해도119안전센터,경상북도 포항시 남구 중앙로 118,054-281-1119,054-273-1184
899,경상북도,포항남부소방서,제철119안전센터,경상북도 포항시 남구 철강로 360,054-286-0119,054-286-0019
900,경상북도,포항남부소방서,연일119안전센터,경상북도 포항시 남구 연일읍 철강로 10,054-286-1119,054-282-2724
901,경상북도,포항남부소방서,효자119안전센터,경상북도 포항시 남구 지곡로212번길 45,054-273-2119,054-278-4050
902,경상북도,포항남부소방서,오천119안전센터,경상북도 포항시 남구 오천읍 해병로 369,054-292-0119,054-291-1189
903,경상북도,포항남부소방서,구룡포119안전센터,경상북도 포항시 남구 구룡포읍 호미로 265,054-284-0119,054-276-8648
904,경상북도,포항남부소방서,울릉119안전센터,경상북도 울릉군 울릉읍 울릉순환로 415,054-791-2119,054-791-1406
905,경상북도,경주소방서,황오119안전센터,경상북도 경주시 알천남로 276,054-778-0601,054-746-2119
906,경상북도,경주소방서,동부119안전센터,경상북도 경주시 중앙로 59,054-778-0611,054-745-2119
907,경상북도,경주소방서,보문119안전센터,경상북도 경주시 경감로 587-8,054-778-0631,054-745-7119
908,경상북도,경주소방서,안강119안전센터,경상북도 경주시 안강읍 안강중앙로 146,054-778-0651,054-761-2119
909,경상북도,경주소방서,감포119안전센터,경상북도 경주시 감포읍 동해안로 2153,054-778-0671,054-744-3119
910,경상북도,경주소방서,외동119안전센터,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661,054-746-2119
911,경상북도,경주소방서,건천119안전센터,경상북도 경주시 건천읍 내서로 1065,054-778-0681,054-751-0119
912,경상북도,경주소방서,용황119안전센터,경상북도 경주시 공단로 25,054-778-0641,054-773-7119
913,경상북도,경주소방서,불국사119안전센터,경상북도 경주시 불국신택지4길 4,054-778-0621,054-771-3119
914,경상북도,김천소방서,양금119안전센터,경상북도 김천시 강변로 219,054-436-0118,054-420-5909
915,경상북도,김천소방서,다수119안전센터,경상북도 김천시 영남대로 1246,054-430-0119,054-436-2491
916,경상북도,김천소방서,대광119안전센터,경상북도 김천시 공단로 152-36,054-432-0119,054-436-2492
917,경상북도,김천소방서,지례119안전센터,경상북도 김천시 지례면 장터길 115,054-435-0119,054-435-2498
918,경상북도,김천소방서,아포119안전센터,경상북도 김천시 아포읍 아포공단길 45,054-439-0119,054-439-2498
919,경상북도,안동소방서,법흥119안전센터,경상북도 안동시 육사로 301,054-854-6119,054-854-5119
920,경상북도,안동소방서,용상119안전센터,경상북도 안동시 마들6길 27,054-821-1119,054-821-3384
921,경상북도,안동소방서,풍산119안전센터,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119,054-850-6729
922,경상북도,안동소방서,옥동119안전센터,경상북도 안동시 광명로 85,054-853-6119,054-853-5119
923,경상북도,안동소방서,도산119안전센터,경상북도 안동시 도산면 퇴계로 2171,054-856-7119,054-856-7118
924,경상북도,안동소방서,영양119안전센터,경상북도 영양군 영양읍 군민회관길 42-14,054-682-3119,054-683-3119
925,경상북도,안동소방서,입암119안전센터,경상북도 영양군 입암면 입암로 153,054-682-4119,054-683-4119
926,경상북도,구미소방서,공단119안전센터,경상북도 구미시 수출대로 112,054-461-3119,054-440-0169
927,경상북도,구미소방서,송정119안전센터,경상북도 구미시 백산로 207,054-452-0119,054-457-4119
928,경상북도,구미소방서,원평119안전센터,경상북도 구미시 산업로 174,054-454-6119,054-455-3119
929,경상북도,구미소방서,봉곡119안전센터,경상북도 구미시 봉곡동로 48,054-452-2119,054-453-2119
930,경상북도,구미소방서,인동119안전센터,경상북도 구미시 이계북로 147,054-471-0119,054-440-0239
931,경상북도,구미소방서,선산119안전센터,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119,054-440-0249
932,경상북도,구미소방서,고아119안전센터,경상북도 구미시 고아읍 선산대로 821,054-481-3119,054-440-0289
933,경상북도,구미소방서,해평119안전센터,경상북도 구미시 해평면 강동로 1663,054-474-4119,054-473-9078
934,경상북도,구미소방서,상림119안전센터,경상북도 구미시 상림로 45,054-465-9116,054-465-9133
935,경상북도,구미소방서,옥계119안전센터,경상북도 구미시 산동읍 산호대로41길 4,054-471-5119,054-471-1194
936,경상북도,영주소방서,문수119안전센터,경상북도 영주시 문수면 적서로448번길 17,054-630-0401,054-630-0409
937,경상북도,영주소방서,가흥119안전센터,경상북도 영주시 선비로 181,054-630-0441,054-630-0449
938,경상북도,영주소방서,풍기119안전센터,경상북도 영주시 풍기읍 기주로 159,054-630-0411,054-630-0419
939,경상북도,영천소방서,동부119안전센터,경상북도 영천시 호국로 187,054-334-2119,054-336-1197
940,경상북도,영천소방서,남부119안전센터,경상북도 영천시 한방로 176-0,054-337-1119,054-337-1117
941,경상북도,영천소방서,금호119안전센터,경상북도 영천시 금호읍 오계공단길 5,054-334-0119,054-334-7119
942,경상북도,영천소방서,신녕119안전센터,경상북도 영천시 신녕면 어릿골길 11,054-332-9119,054-333-2119
943,경상북도,상주소방서,서성119안전센터,경상북도 상주시 상산로 322,054-533-2119,054-530-3809
944,경상북도,상주소방서,함창119안전센터,경상북도 상주시 함창읍 가야로 46-1,054-541-3119,054-530-3819
945,경상북도,상주소방서,청리119안전센터,경상북도 상주시 청리면 마공공단로 152,054-534-9119,054-531-3119
946,경상북도,상주소방서,화서119안전센터,경상북도 상주시 화서면 상현무동길 5,054-533-0119,054-532-3839
947,경상북도,문경소방서,점촌119안전센터,경상북도 문경시 중앙로 305,054-555-2119,054-559-1909
948,경상북도,문경소방서,모전119안전센터,경상북도 문경시 모전로 173,054-555-5119,054-555-0015
949,경상북도,문경소방서,가은119안전센터,경상북도 문경시 가은읍 가은로 126,054-571-5119,054-572-0118
950,경상북도,문경소방서,문경119안전센터,경상북도 문경시 문경읍 새재로 501,054-571-0119,054-572-0116
951,경상북도,경산소방서,압량119안전센터,경상북도 경산시 압량읍 김유신로 12,053-813-1119,053-819-6269
952,경상북도,경산소방서,중앙119안전센터,경상북도 경산시 장산로 143,053-813-0119,053-816-1885
953,경상북도,경산소방서,중산119안전센터,경상북도 경산시 펜타힐즈4로 1,053-817-1191,053-817-1192
954,경상북도,경산소방서,하양119안전센터,경상북도 경산시 하양읍 대경로 793,053-852-0119,053-853-1196
955,경상북도,경산소방서,진량119안전센터,경상북도 경산시 진량읍 공단2로 72,053-856-0119,053-856-3940
956,경상북도,경산소방서,자인119안전센터,경상북도 경산시 자인면 금학로 25-11,053-857-2119,053-851-0119
957,경상북도,의성소방서,봉양119안전센터,경상북도 의성군 봉양면 경북대로 4741,054-834-8119,054-830-7809
958,경상북도,의성소방서,의성119안전센터,경상북도 의성군 의성읍 홍술로 187,054-834-7119,054-832-3119
959,경상북도,의성소방서,안계119안전센터,경상북도 의성군 안계면 안계길 100,054-861-0119,054-830-7829
960,경상북도,의성소방서,군위119안전센터,경상북도 군위군 군위읍 군위공단길 65,054-383-0119,054-383-5119
961,경상북도,의성소방서,의흥119안전센터,경상북도 군위군 의흥면 읍내길 23,054-382-7119,054-382-3119
962,경상북도,청송소방서,청송119안전센터,경상북도 청송군 청송읍 굿바들길 19,054-873-1119,054-873-5119
963,경상북도,청송소방서,진보119안전센터,경상북도 청송군 진보면 청송로 6346,054-874-5119,054-850-6759
964,경상북도,영덕소방서,영덕119안전센터,경상북도 영덕군 영덕읍 경동로 8401,054-734-2119,054-730-1609
965,경상북도,영덕소방서,강구119안전센터,경상북도 영덕군 강구면 강산로 38,054-733-4119,054-730-1619
966,경상북도,영덕소방서,영해119안전센터,경상북도 영덕군 영해면 창수영해로 481,054-732-0119,054-730-1629
967,경상북도,청도소방서,청도119안전센터,경상북도 청도군 청도읍 중앙로 192-34,054-373-0119,054-370-8269
968,경상북도,청도소방서,풍각119안전센터,경상북도 청도군 풍각면 송서로 64,054-372-2119,054-372-7119
969,경상북도,청도소방서,금천119안전센터,경상북도 청도군 금천면 청려로 4363,054-372-3119,054-372-6019
970,경상북도,고령소방서,대가야119안전센터,경상북도 고령군 대가야읍 벽화길18,054-954-0119,054-955-8119
971,경상북도,고령소방서,다산119안전센터,경상북도 고령군 다산면 다산로 506,054-955-6119,054-950-8119
972,경상북도,성주소방서,성주119안전센터,경상북도 성주군 성주읍 주산로 193,054-933-0119,054-933-6174
973,경상북도,성주소방서,선남119안전센터,경상북도 성주군 선남면 도성3길 39-17,054-931-3370,054-931-5119
974,경상북도,칠곡소방서,왜관119안전센터,경상북도 칠곡군 기산면 칠곡대로 1216,054-976-7119,054-976-7118
975,경상북도,칠곡소방서,북삼119안전센터,경상북도 칠곡군 북삼읍 안산2길 46,054-973-4119,054-974-3019
976,경상북도,칠곡소방서,석적119안전센터,경상북도 칠곡군 석적읍 유학로 140,054-973-2119,054-970-2849
977,경상북도,칠곡소방서,금산119안전센터,경상북도 칠곡군 왜관읍 공단로 194,054-971-2119,054-971-6119
978,경상북도,칠곡소방서,가산119안전센터,경상북도 칠곡군 가산면 다부원1길 57,054-974-0119,054-973-1149
979,경상북도,칠곡소방서,동명119안전센터,경상북도 칠곡군 동명면 한티로 216,054-976-8119,054-976-0119
980,경상북도,예천소방서,예천119안전센터,경상북도 예천군 예천읍 양궁로 61-12,054-655-0119,054-650-3609
981,경상북도,예천소방서,지보119안전센터,경상북도 예천군 지보면 지보로 247,054-653-3119,054-652-0119
982,경상북도,예천소방서,도청119안전센터,경상북도 예천군 호명면 도청대로 19,054-653-5119,054-653-7119
983,경상북도,봉화소방서,봉화119안전센터,경상북도 봉화군 봉화읍 내성천3길 152,054-630-0421,054-630-0429
984,경상북도,봉화소방서,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,054-630-0431,054-630-0439
985,경상북도,봉화소방서,명호119안전센터,경상북도 봉화군 명호면 도천길 18-46,054-630-0451,054-630-0459
986,경상북도,울진소방서,울진119안전센터,경상북도 울진군 울진읍 울진북로 508,054-780-1401,054-780-1409
987,경상북도,울진소방서,죽변119안전센터,경상북도 울진군 죽변면 하죽로 1841,054-780-1411,054-782-1774
988,경상북도,울진소방서,북면119안전센터,경상북도 울진군 북면 장터길 69,054-780-1450,054-783-1453
989,경상북도,울진소방서,후포119안전센터,경상북도 울진군 후포면 실배길 28-1,054-780-1423,054-780-1460
990,경상북도,울진소방서,온정119안전센터,경상북도 울진군 온정면 백암온천로 1315,054-780-1431,054-787-7229
991,경상남도,진주소방서,상대119안전센터,경상남도 진주시 동진로 249,055-760-9360,055-760-9369
992,경상남도,진주소방서,중앙119안전센터,경상남도 진주시 북장대로64번길 14,055-379-9370,055-379-9379
993,경상남도,진주소방서,천전119안전센터,경상남도 진주시 강남로 167번길 16,055-760-9380,055-760-9389
994,경상남도,진주소방서,평거119안전센터,경상남도 진주시 순환로 565,055-760-9390,055-760-9399
995,경상남도,진주소방서,문산119안전센터,경상남도 진주시 문산읍 월아산로 979,055-760-9400,055-760-9409
996,경상남도,진주소방서,금산119안전센터,경상남도 진주시 금산면 송백로 477,055-760-9440,055-760-9449
997,경상남도,진주소방서,정촌119안전센터,경상남도 진주시 뿌리산단로 2,055-760-9450,055-760-9459
998,경상남도,통영소방서,죽림119안전센터,경상남도 통영시 광도면 죽림4로 49,055-640-9361,055-640-9369
999,경상남도,통영소방서,무전119안전센터,경상남도 통영시 원문로 71,055-640-9422,055-640-9429
1000,경상남도,통영소방서,서호119안전센터,경상남도 통영시 중앙로 91-8,055-640-9372,055-640-9379
1001,경상남도,통영소방서,도남119안전센터,경상남도 통영시 도남로257,055-640-9380,055-640-9389
